summary_type,category,job_count,salary_min_avg,salary_max_avg,salary_avg
job_title,Senior Business Development Manager Representative - Development Programs,3,923.3333333333334,2046.6666666666667,1485.0
job_title,Senior Business Development Manager Representative - Procurement,3,923.3333333333334,2046.6666666666667,1485.0
job_title,Senior Business Development Manager Representative - Service Delivery,3,923.3333333333334,2046.6666666666667,1485.0
job_title,Corporate Business Development Manager - Customer Experience,4,915.0,2030.0,1472.5
job_title,Corporate Business Development Manager - Regional Office,2,915.0,2030.0,1472.5
job_title,Corporate Business Development Manager Coordinator - Sme,4,915.0,2030.0,1472.5
job_title,Senior Business Development Manager Officer - Digital,4,915.0,2030.0,1472.5
job_title,Senior Business Development Manager Representative - Compliance,4,915.0,2030.0,1472.5
job_title,Senior Business Development Manager Representative - Retail,4,915.0,2030.0,1472.5
job_title,Corporate Business Development Manager - Community Programs,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Corporate Business Development Manager - Manufacturing,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Corporate Business Development Manager - Partnerships,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Corporate Business Development Manager Coordinator - Business Support,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Corporate Business Development Manager Coordinator - Financial Services,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Corporate Business Development Manager Coordinator - Quality,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Senior Business Development Manager Officer - Education,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Senior Business Development Manager Officer - Reporting,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Senior Business Development Manager Representative - Logistics,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Senior Business Development Manager Representative - Product,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Senior Business Development Manager Representative - Technology,3,906.6666666666666,2013.3333333333333,1460.0
job_title,Corporate Business Development Manager - Compliance,4,905.0,2005.0,1455.0
job_title,Corporate Business Development Manager - Retail,4,905.0,2005.0,1455.0
job_title,Corporate Business Development Manager Coordinator - Operations,4,905.0,2005.0,1455.0
job_title,Senior Business Development Manager Officer - Branch Network,4,905.0,2005.0,1455.0
job_title,Senior Business Development Manager Representative - Corporate,4,905.0,2005.0,1455.0
job_title,Corporate Business Development Manager - Field Operations,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Corporate Business Development Manager - Head Office,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Corporate Business Development Manager - Healthcare,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Corporate Business Development Manager Coordinator - Development Programs,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Corporate Business Development Manager Coordinator - Procurement,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Corporate Business Development Manager Coordinator - Service Delivery,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Senior Business Development Manager Officer - Hospitality,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Senior Business Development Manager Officer - Training,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Senior Business Development Manager Representative - Community Programs,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Senior Business Development Manager Representative - Manufacturing,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Senior Business Development Manager Representative - Partnerships,3,893.3333333333334,1980.0,1436.6666666666667
job_title,Senior Business Development Manager Officer,7,892.8571428571429,1980.0,1436.4285714285713
job_title,Senior Business Development Manager Representative,7,892.8571428571429,1980.0,1436.4285714285713
job_title,Corporate Business Development Manager,11,892.7272727272727,1980.0,1436.3636363636363
job_title,Corporate Business Development Manager - Reporting,4,892.5,1980.0,1436.25
job_title,Corporate Business Development Manager Coordinator - Digital,4,892.5,1980.0,1436.25
job_title,Senior Business Development Manager Officer - Customer Experience,4,892.5,1980.0,1436.25
job_title,Senior Business Development Manager Representative - Sme,4,892.5,1980.0,1436.25
job_title,Senior Business Development Manager Officer - Regional Office,2,890.0,1980.0,1435.0
job_title,Corporate Business Development Manager - Sme,4,882.5,1955.0,1418.75
job_title,Corporate Business Development Manager Coordinator - Branch Network,4,882.5,1955.0,1418.75
job_title,Senior Business Development Manager Officer - Compliance,4,882.5,1955.0,1418.75
job_title,Senior Business Development Manager Officer - Retail,4,882.5,1955.0,1418.75
job_title,Senior Business Development Manager Representative - Operations,4,882.5,1955.0,1418.75
job_title,Corporate Business Development Manager - Education,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Corporate Business Development Manager Coordinator - Logistics,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Corporate Business Development Manager Coordinator - Product,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Corporate Business Development Manager Coordinator - Technology,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Senior Business Development Manager Officer - Business Support,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Senior Business Development Manager Officer - Financial Services,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Senior Business Development Manager Officer - Quality,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Senior Business Development Manager Representative - Field Operations,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Senior Business Development Manager Representative - Head Office,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Senior Business Development Manager Representative - Healthcare,3,876.6666666666666,1946.6666666666667,1411.6666666666667
job_title,Corporate Business Development Manager Coordinator,11,876.3636363636364,1943.6363636363637,1410.0
job_title,Junior Software Developer - Hospitality,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Junior Software Developer - Training,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Junior Software Developer Associate - Community Programs,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Junior Software Developer Associate - Manufacturing,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Junior Software Developer Associate - Partnerships,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Provincial Software Developer Specialist - Development Programs,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Provincial Software Developer Specialist - Procurement,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Provincial Software Developer Specialist - Service Delivery,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Provincial Software Developer Supervisor - Education,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Provincial Software Developer Supervisor - Regional Office,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Provincial Software Developer Supervisor - Reporting,3,863.3333333333334,1940.0,1401.6666666666667
job_title,Corporate Business Development Manager - Operations,4,870.0,1930.0,1400.0
job_title,Corporate Business Development Manager Coordinator - Customer Experience,4,870.0,1930.0,1400.0
job_title,Senior Business Development Manager Officer - Corporate,4,870.0,1930.0,1400.0
job_title,Senior Business Development Manager Representative - Digital,4,870.0,1930.0,1400.0
job_title,Corporate Business Development Manager - Hospitality,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Corporate Business Development Manager - Training,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Corporate Business Development Manager Coordinator - Community Programs,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Corporate Business Development Manager Coordinator - Manufacturing,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Corporate Business Development Manager Coordinator - Partnerships,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Senior Business Development Manager Officer - Development Programs,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Senior Business Development Manager Officer - Procurement,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Senior Business Development Manager Officer - Service Delivery,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Senior Business Development Manager Representative - Education,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Senior Business Development Manager Representative - Regional Office,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Senior Business Development Manager Representative - Reporting,3,863.3333333333334,1913.3333333333333,1388.3333333333333
job_title,Junior Software Developer - Branch Network,4,850.0,1910.0,1380.0
job_title,Junior Software Developer Associate - Corporate,4,850.0,1910.0,1380.0
job_title,Provincial Software Developer Specialist - Operations,4,850.0,1910.0,1380.0
job_title,Provincial Software Developer Supervisor - Customer Experience,4,850.0,1910.0,1380.0
job_title,Corporate Business Development Manager - Branch Network,4,847.5,1880.0,1363.75
job_title,Senior Business Development Manager Officer - Operations,4,847.5,1880.0,1363.75
job_title,Senior Business Development Manager Representative - Customer Experience,4,847.5,1880.0,1363.75
job_title,Junior Software Developer - Development Programs,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Junior Software Developer - Procurement,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Junior Software Developer - Service Delivery,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Junior Software Developer Associate - Education,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Junior Software Developer Associate - Regional Office,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Junior Software Developer Associate - Reporting,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Provincial Software Developer Specialist - Community Programs,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Provincial Software Developer Specialist - Manufacturing,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Provincial Software Developer Specialist - Partnerships,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Provincial Software Developer Supervisor - Business Support,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Provincial Software Developer Supervisor - Financial Services,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Provincial Software Developer Supervisor - Quality,3,836.6666666666666,1880.0,1358.3333333333333
job_title,Junior Software Developer - Compliance,4,830.0,1865.0,1347.5
job_title,Junior Software Developer - Retail,4,830.0,1865.0,1347.5
job_title,Junior Software Developer Associate - Operations,4,830.0,1865.0,1347.5
job_title,Provincial Software Developer Specialist - Branch Network,4,830.0,1865.0,1347.5
job_title,Provincial Software Developer Supervisor - Corporate,4,830.0,1865.0,1347.5
job_title,Corporate Business Development Manager - Development Programs,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Corporate Business Development Manager - Procurement,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Corporate Business Development Manager - Service Delivery,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Corporate Business Development Manager Coordinator - Education,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Corporate Business Development Manager Coordinator - Regional Office,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Corporate Business Development Manager Coordinator - Reporting,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Senior Business Development Manager Officer - Community Programs,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Senior Business Development Manager Officer - Manufacturing,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Senior Business Development Manager Officer - Partnerships,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Senior Business Development Manager Representative - Business Support,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Senior Business Development Manager Representative - Financial Services,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Senior Business Development Manager Representative - Quality,3,833.3333333333334,1846.6666666666667,1340.0
job_title,Junior Software Developer - Logistics,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Junior Software Developer - Product,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Junior Software Developer - Technology,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Junior Software Developer Associate - Hospitality,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Junior Software Developer Associate - Training,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Provincial Software Developer Specialist - Field Operations,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Provincial Software Developer Specialist - Head Office,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Provincial Software Developer Specialist - Healthcare,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Provincial Software Developer Supervisor - Development Programs,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Provincial Software Developer Supervisor - Procurement,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Provincial Software Developer Supervisor - Service Delivery,3,823.3333333333334,1850.0,1336.6666666666667
job_title,Junior Software Developer - Corporate,4,820.0,1842.5,1331.25
job_title,Junior Software Developer Associate - Digital,4,820.0,1842.5,1331.25
job_title,Provincial Software Developer Specialist - Customer Experience,4,820.0,1842.5,1331.25
job_title,Provincial Software Developer Supervisor - Sme,4,820.0,1842.5,1331.25
job_title,Junior Software Developer,7,810.0,1820.0,1315.0
job_title,Junior Software Developer - Community Programs,3,810.0,1820.0,1315.0
job_title,Junior Software Developer - Manufacturing,3,810.0,1820.0,1315.0
job_title,Junior Software Developer - Partnerships,3,810.0,1820.0,1315.0
job_title,Junior Software Developer - Sme,4,810.0,1820.0,1315.0
job_title,Junior Software Developer Associate,7,810.0,1820.0,1315.0
job_title,Junior Software Developer Associate - Branch Network,4,810.0,1820.0,1315.0
job_title,Junior Software Developer Associate - Business Support,3,810.0,1820.0,1315.0
job_title,Junior Software Developer Associate - Financial Services,3,810.0,1820.0,1315.0
job_title,Junior Software Developer Associate - Quality,3,810.0,1820.0,1315.0
job_title,Provincial Software Developer Specialist,7,810.0,1820.0,1315.0
job_title,Provincial Software Developer Specialist - Compliance,4,810.0,1820.0,1315.0
job_title,Provincial Software Developer Specialist - Education,3,810.0,1820.0,1315.0
job_title,Provincial Software Developer Specialist - Regional Office,3,810.0,1820.0,1315.0
job_title,Provincial Software Developer Specialist - Reporting,3,810.0,1820.0,1315.0
job_title,Provincial Software Developer Specialist - Retail,4,810.0,1820.0,1315.0
job_title,Provincial Software Developer Supervisor,7,810.0,1820.0,1315.0
job_title,Provincial Software Developer Supervisor - Logistics,3,810.0,1820.0,1315.0
job_title,Provincial Software Developer Supervisor - Operations,4,810.0,1820.0,1315.0
job_title,Provincial Software Developer Supervisor - Product,3,810.0,1820.0,1315.0
job_title,Provincial Software Developer Supervisor - Technology,3,810.0,1820.0,1315.0
job_title,Junior Software Developer - Operations,4,800.0,1797.5,1298.75
job_title,Junior Software Developer Associate - Customer Experience,4,800.0,1797.5,1298.75
job_title,Provincial Software Developer Specialist - Corporate,4,800.0,1797.5,1298.75
job_title,Provincial Software Developer Supervisor - Digital,4,800.0,1797.5,1298.75
job_title,Junior Software Developer - Field Operations,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Junior Software Developer - Head Office,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Junior Software Developer - Healthcare,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Junior Software Developer Associate - Development Programs,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Junior Software Developer Associate - Procurement,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Junior Software Developer Associate - Service Delivery,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Provincial Software Developer Specialist - Hospitality,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Provincial Software Developer Specialist - Training,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Provincial Software Developer Supervisor - Community Programs,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Provincial Software Developer Supervisor - Manufacturing,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Provincial Software Developer Supervisor - Partnerships,3,796.6666666666666,1790.0,1293.3333333333333
job_title,Junior Software Developer - Digital,4,790.0,1775.0,1282.5
job_title,Junior Software Developer Associate - Compliance,4,790.0,1775.0,1282.5
job_title,Junior Software Developer Associate - Retail,4,790.0,1775.0,1282.5
job_title,Provincial Software Developer Specialist - Sme,4,790.0,1775.0,1282.5
job_title,Provincial Software Developer Supervisor - Branch Network,4,790.0,1775.0,1282.5
job_title,Junior Software Developer - Education,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Junior Software Developer - Reporting,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Junior Software Developer Associate - Logistics,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Junior Software Developer Associate - Product,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Junior Software Developer Associate - Technology,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Provincial Software Developer Specialist - Business Support,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Provincial Software Developer Specialist - Financial Services,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Provincial Software Developer Specialist - Quality,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Provincial Software Developer Supervisor - Field Operations,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Provincial Software Developer Supervisor - Head Office,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Provincial Software Developer Supervisor - Healthcare,3,783.3333333333334,1760.0,1271.6666666666667
job_title,Junior Software Developer - Customer Experience,4,770.0,1730.0,1250.0
job_title,Junior Software Developer - Regional Office,2,770.0,1730.0,1250.0
job_title,Junior Software Developer Associate - Sme,4,770.0,1730.0,1250.0
job_title,Provincial Software Developer Specialist - Digital,4,770.0,1730.0,1250.0
job_title,Provincial Software Developer Supervisor - Compliance,4,770.0,1730.0,1250.0
job_title,Provincial Software Developer Supervisor - Retail,4,770.0,1730.0,1250.0
job_title,Junior Software Developer - Business Support,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Junior Software Developer - Financial Services,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Junior Software Developer - Quality,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Junior Software Developer Associate - Field Operations,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Junior Software Developer Associate - Head Office,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Junior Software Developer Associate - Healthcare,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Provincial Software Developer Specialist - Logistics,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Provincial Software Developer Specialist - Product,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Provincial Software Developer Specialist - Technology,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Provincial Software Developer Supervisor - Hospitality,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Provincial Software Developer Supervisor - Training,3,756.6666666666666,1700.0,1228.3333333333333
job_title,Assistant Monitoring And Evaluation Officer - Regional Office,2,760.0,1630.0,1195.0
job_title,Assistant Monitoring And Evaluation Officer - Community Programs,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Assistant Monitoring And Evaluation Officer - Manufacturing,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Assistant Monitoring And Evaluation Officer - Partnerships,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Business Support,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Financial Services,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Quality,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Field Monitoring And Evaluation Officer - Education,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Field Monitoring And Evaluation Officer - Reporting,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Logistics,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Product,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Technology,3,753.3333333333334,1613.3333333333333,1183.3333333333333
job_title,Lead Data Analyst - Regional Office,2,745.0,1595.0,1170.0
job_title,Assistant Monitoring And Evaluation Officer - Corporate,4,742.5,1590.0,1166.25
job_title,Assistant Monitoring And Evaluation Officer Executive - Digital,4,742.5,1590.0,1166.25
job_title,Field Monitoring And Evaluation Officer - Customer Experience,4,742.5,1590.0,1166.25
job_title,Field Monitoring And Evaluation Officer Representative - Sme,4,742.5,1590.0,1166.25
job_title,Field Monitoring And Evaluation Officer - Regional Office,2,740.0,1590.0,1165.0
job_title,Data Analyst Specialist - Education,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Data Analyst Specialist - Reporting,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Data Analyst Supervisor - Logistics,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Data Analyst Supervisor - Product,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Data Analyst Supervisor - Technology,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Lead Data Analyst - Community Programs,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Lead Data Analyst - Manufacturing,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Lead Data Analyst - Partnerships,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Lead Data Analyst Executive - Business Support,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Lead Data Analyst Executive - Financial Services,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Lead Data Analyst Executive - Quality,3,740.0,1583.3333333333333,1161.6666666666667
job_title,Assistant Monitoring And Evaluation Officer - Education,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Assistant Monitoring And Evaluation Officer - Reporting,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Logistics,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Product,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Technology,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Field Monitoring And Evaluation Officer - Business Support,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Field Monitoring And Evaluation Officer - Financial Services,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Field Monitoring And Evaluation Officer - Quality,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Field Operations,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Head Office,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Healthcare,3,730.0,1566.6666666666667,1148.3333333333333
job_title,Data Analyst Specialist - Regional Office,2,730.0,1560.0,1145.0
job_title,Data Analyst Specialist - Customer Experience,4,727.5,1557.5,1142.5
job_title,Data Analyst Supervisor - Sme,4,727.5,1557.5,1142.5
job_title,Lead Data Analyst - Corporate,4,727.5,1557.5,1142.5
job_title,Lead Data Analyst Executive - Digital,4,727.5,1557.5,1142.5
job_title,Assistant Monitoring And Evaluation Officer - Operations,4,725.0,1550.0,1137.5
job_title,Assistant Monitoring And Evaluation Officer Executive - Customer Experience,4,725.0,1550.0,1137.5
job_title,Field Monitoring And Evaluation Officer - Corporate,4,725.0,1550.0,1137.5
job_title,Field Monitoring And Evaluation Officer Representative - Digital,4,725.0,1550.0,1137.5
job_title,Assistant Monitoring And Evaluation Officer - Hospitality,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Assistant Monitoring And Evaluation Officer - Training,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Community Programs,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Manufacturing,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Assistant Monitoring And Evaluation Officer Executive - Partnerships,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Field Monitoring And Evaluation Officer - Development Programs,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Field Monitoring And Evaluation Officer - Procurement,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Field Monitoring And Evaluation Officer - Service Delivery,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Education,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Regional Office,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Field Monitoring And Evaluation Officer Representative - Reporting,3,720.0,1536.6666666666667,1128.3333333333333
job_title,Assistant Monitoring And Evaluation Officer - Digital,4,715.0,1535.0,1125.0
job_title,Assistant Monitoring And Evaluation Officer Executive - Compliance,4,715.0,1535.0,1125.0
