job_id,skill
SAMPLE-BONGTHOM-01479,Leadership
SAMPLE-BONGTHOM-01479,Reporting
SAMPLE-BONGTHOM-01479,Power BI
SAMPLE-BONGTHOM-01479,Data Visualization
SAMPLE-BONGTHOM-01599,Excel
SAMPLE-BONGTHOM-01599,Accounting
SAMPLE-BONGTHOM-01599,Finance
SAMPLE-BONGTHOM-01599,Leadership
SAMPLE-BONGTHOM-01599,Reporting
SAMPLE-BONGTHOM-01599,Power BI
SAMPLE-BONGTHOM-01599,Data Visualization
SAMPLE-BONGTHOM-01779,Excel
SAMPLE-BONGTHOM-01779,Accounting
SAMPLE-BONGTHOM-01779,Finance
SAMPLE-BONGTHOM-01779,Leadership
SAMPLE-BONGTHOM-01779,Reporting
SAMPLE-BONGTHOM-01779,Power BI
SAMPLE-BONGTHOM-01779,Data Visualization
SAMPLE-BONGTHOM-01089,Excel
SAMPLE-BONGTHOM-01089,Accounting
SAMPLE-BONGTHOM-01089,Finance
SAMPLE-BONGTHOM-01089,Leadership
SAMPLE-BONGTHOM-01089,Reporting
SAMPLE-BONGTHOM-01089,Power BI
SAMPLE-BONGTHOM-01089,Data Visualization
SAMPLE-BONGTHOM-01209,Excel
SAMPLE-BONGTHOM-01209,Accounting
SAMPLE-BONGTHOM-01209,Finance
SAMPLE-BONGTHOM-01209,Leadership
SAMPLE-BONGTHOM-01209,Reporting
SAMPLE-BONGTHOM-01209,Power BI
SAMPLE-BONGTHOM-01209,Data Visualization
SAMPLE-BONGTHOM-01389,Excel
SAMPLE-BONGTHOM-01389,Accounting
SAMPLE-BONGTHOM-01389,Finance
SAMPLE-BONGTHOM-01389,Leadership
SAMPLE-BONGTHOM-01389,Reporting
SAMPLE-BONGTHOM-01389,Power BI
SAMPLE-BONGTHOM-01389,Data Visualization
SAMPLE-BONGTHOM-00976,Microsoft Office
SAMPLE-BONGTHOM-00976,Excel
SAMPLE-BONGTHOM-00976,Accounting
SAMPLE-BONGTHOM-00976,Finance
SAMPLE-BONGTHOM-00976,QuickBooks
SAMPLE-BONGTHOM-00976,Problem Solving
SAMPLE-BONGTHOM-00976,Reporting
SAMPLE-BONGTHOM-01276,Microsoft Office
SAMPLE-BONGTHOM-01276,Excel
SAMPLE-BONGTHOM-01276,Accounting
SAMPLE-BONGTHOM-01276,Finance
SAMPLE-BONGTHOM-01276,QuickBooks
SAMPLE-BONGTHOM-01276,Problem Solving
SAMPLE-BONGTHOM-01276,Reporting
SAMPLE-BONGTHOM-01756,Microsoft Office
SAMPLE-BONGTHOM-01756,Excel
SAMPLE-BONGTHOM-01756,Accounting
SAMPLE-BONGTHOM-01756,Finance
SAMPLE-BONGTHOM-01756,QuickBooks
SAMPLE-BONGTHOM-01756,Problem Solving
SAMPLE-BONGTHOM-01756,Reporting
SAMPLE-BONGTHOM-01659,Excel
SAMPLE-BONGTHOM-01659,Accounting
SAMPLE-BONGTHOM-01659,Finance
SAMPLE-BONGTHOM-01659,Leadership
SAMPLE-BONGTHOM-01659,Reporting
SAMPLE-BONGTHOM-01659,Power BI
SAMPLE-BONGTHOM-01659,Data Visualization
SAMPLE-BONGTHOM-01269,Excel
SAMPLE-BONGTHOM-01269,Accounting
SAMPLE-BONGTHOM-01269,Finance
SAMPLE-BONGTHOM-01269,Leadership
SAMPLE-BONGTHOM-01269,Reporting
SAMPLE-BONGTHOM-01269,Power BI
SAMPLE-BONGTHOM-01269,Data Visualization
SAMPLE-BONGTHOM-01726,Microsoft Office
SAMPLE-BONGTHOM-01726,Excel
SAMPLE-BONGTHOM-01726,Accounting
SAMPLE-BONGTHOM-01726,Finance
SAMPLE-BONGTHOM-01726,QuickBooks
SAMPLE-BONGTHOM-01726,Problem Solving
SAMPLE-BONGTHOM-01726,Reporting
SAMPLE-BONGTHOM-00946,Microsoft Office
SAMPLE-BONGTHOM-00946,Excel
SAMPLE-BONGTHOM-00946,Accounting
SAMPLE-BONGTHOM-00946,Finance
SAMPLE-BONGTHOM-00946,QuickBooks
SAMPLE-BONGTHOM-00946,Problem Solving
SAMPLE-BONGTHOM-00946,Reporting
SAMPLE-BONGTHOM-00946,Network Support
SAMPLE-BONGTHOM-01336,Microsoft Office
SAMPLE-BONGTHOM-01336,Excel
SAMPLE-BONGTHOM-01336,Accounting
SAMPLE-BONGTHOM-01336,Finance
SAMPLE-BONGTHOM-01336,QuickBooks
SAMPLE-BONGTHOM-01336,Problem Solving
SAMPLE-BONGTHOM-01336,Reporting
SAMPLE-BONGTHOM-01246,Microsoft Office
SAMPLE-BONGTHOM-01246,Excel
SAMPLE-BONGTHOM-01246,Accounting
SAMPLE-BONGTHOM-01246,Finance
SAMPLE-BONGTHOM-01246,QuickBooks
SAMPLE-BONGTHOM-01246,Problem Solving
SAMPLE-BONGTHOM-01246,Reporting
SAMPLE-BONGTHOM-01636,Microsoft Office
SAMPLE-BONGTHOM-01636,Excel
SAMPLE-BONGTHOM-01636,Accounting
SAMPLE-BONGTHOM-01636,Finance
SAMPLE-BONGTHOM-01636,QuickBooks
SAMPLE-BONGTHOM-01636,Problem Solving
SAMPLE-BONGTHOM-01636,Reporting
SAMPLE-BONGTHOM-01719,Excel
SAMPLE-BONGTHOM-01719,Accounting
SAMPLE-BONGTHOM-01719,Finance
SAMPLE-BONGTHOM-01719,Leadership
SAMPLE-BONGTHOM-01719,Reporting
SAMPLE-BONGTHOM-01719,Power BI
SAMPLE-BONGTHOM-01719,Data Visualization
SAMPLE-BONGTHOM-00939,Excel
SAMPLE-BONGTHOM-00939,Accounting
SAMPLE-BONGTHOM-00939,Finance
SAMPLE-BONGTHOM-00939,Leadership
SAMPLE-BONGTHOM-00939,Reporting
SAMPLE-BONGTHOM-00939,Power BI
SAMPLE-BONGTHOM-00939,Data Visualization
SAMPLE-BONGTHOM-00939,Network Support
SAMPLE-BONGTHOM-01329,Excel
SAMPLE-BONGTHOM-01329,Accounting
SAMPLE-BONGTHOM-01329,Finance
SAMPLE-BONGTHOM-01329,Leadership
SAMPLE-BONGTHOM-01329,Reporting
SAMPLE-BONGTHOM-01329,Power BI
SAMPLE-BONGTHOM-01329,Data Visualization
SAMPLE-BONGTHOM-01186,Microsoft Office
SAMPLE-BONGTHOM-01186,Excel
SAMPLE-BONGTHOM-01186,Accounting
SAMPLE-BONGTHOM-01186,Finance
SAMPLE-BONGTHOM-01186,QuickBooks
SAMPLE-BONGTHOM-01186,Problem Solving
SAMPLE-BONGTHOM-01186,Reporting
SAMPLE-BONGTHOM-01576,Microsoft Office
SAMPLE-BONGTHOM-01576,Excel
SAMPLE-BONGTHOM-01576,Accounting
SAMPLE-BONGTHOM-01576,Finance
SAMPLE-BONGTHOM-01576,QuickBooks
SAMPLE-BONGTHOM-01576,Problem Solving
SAMPLE-BONGTHOM-01576,Reporting
SAMPLE-BONGTHOM-01119,Excel
SAMPLE-BONGTHOM-01119,Accounting
SAMPLE-BONGTHOM-01119,Finance
SAMPLE-BONGTHOM-01119,Leadership
SAMPLE-BONGTHOM-01119,Reporting
SAMPLE-BONGTHOM-01119,Power BI
SAMPLE-BONGTHOM-01119,Data Visualization
SAMPLE-BONGTHOM-01509,Excel
SAMPLE-BONGTHOM-01509,Accounting
SAMPLE-BONGTHOM-01509,Finance
SAMPLE-BONGTHOM-01509,Leadership
SAMPLE-BONGTHOM-01509,Reporting
SAMPLE-BONGTHOM-01509,Power BI
SAMPLE-BONGTHOM-01509,Data Visualization
SAMPLE-BONGTHOM-01839,Excel
SAMPLE-BONGTHOM-01839,Accounting
SAMPLE-BONGTHOM-01839,Finance
SAMPLE-BONGTHOM-01839,Leadership
SAMPLE-BONGTHOM-01839,Reporting
SAMPLE-BONGTHOM-01839,Power BI
SAMPLE-BONGTHOM-01839,Data Visualization
SAMPLE-BONGTHOM-01059,Excel
SAMPLE-BONGTHOM-01059,Accounting
SAMPLE-BONGTHOM-01059,Finance
SAMPLE-BONGTHOM-01059,Leadership
SAMPLE-BONGTHOM-01059,Reporting
SAMPLE-BONGTHOM-01059,Power BI
SAMPLE-BONGTHOM-01059,Data Visualization
SAMPLE-BONGTHOM-01449,Excel
SAMPLE-BONGTHOM-01449,Accounting
SAMPLE-BONGTHOM-01449,Finance
SAMPLE-BONGTHOM-01449,Leadership
SAMPLE-BONGTHOM-01449,Reporting
SAMPLE-BONGTHOM-01449,Power BI
SAMPLE-BONGTHOM-01449,Data Visualization
SAMPLE-BONGTHOM-01606,Microsoft Office
SAMPLE-BONGTHOM-01606,Excel
SAMPLE-BONGTHOM-01606,Accounting
SAMPLE-BONGTHOM-01606,Finance
SAMPLE-BONGTHOM-01606,QuickBooks
SAMPLE-BONGTHOM-01606,Problem Solving
SAMPLE-BONGTHOM-01606,Reporting
SAMPLE-BONGTHOM-01216,Microsoft Office
SAMPLE-BONGTHOM-01216,Excel
SAMPLE-BONGTHOM-01216,Accounting
SAMPLE-BONGTHOM-01216,Finance
SAMPLE-BONGTHOM-01216,QuickBooks
SAMPLE-BONGTHOM-01216,Problem Solving
SAMPLE-BONGTHOM-01216,Reporting
SAMPLE-BONGTHOM-01848,Communication
SAMPLE-BONGTHOM-01848,Microsoft Office
SAMPLE-BONGTHOM-01848,Reporting
SAMPLE-BONGTHOM-01068,Communication
SAMPLE-BONGTHOM-01068,Microsoft Office
SAMPLE-BONGTHOM-01068,Leadership
SAMPLE-BONGTHOM-01068,Reporting
SAMPLE-BONGTHOM-01458,Communication
SAMPLE-BONGTHOM-01458,Microsoft Office
SAMPLE-BONGTHOM-01458,Reporting
SAMPLE-BONGTHOM-01728,Communication
SAMPLE-BONGTHOM-01728,Microsoft Office
SAMPLE-BONGTHOM-01728,Reporting
SAMPLE-BONGTHOM-00948,Communication
SAMPLE-BONGTHOM-00948,Microsoft Office
SAMPLE-BONGTHOM-00948,Leadership
SAMPLE-BONGTHOM-00948,Reporting
SAMPLE-BONGTHOM-00948,Network Support
SAMPLE-BONGTHOM-01338,Communication
SAMPLE-BONGTHOM-01338,Microsoft Office
SAMPLE-BONGTHOM-01338,Reporting
SAMPLE-BONGTHOM-01188,Communication
SAMPLE-BONGTHOM-01188,Microsoft Office
SAMPLE-BONGTHOM-01188,Leadership
SAMPLE-BONGTHOM-01188,Reporting
SAMPLE-BONGTHOM-01578,Communication
SAMPLE-BONGTHOM-01578,Microsoft Office
SAMPLE-BONGTHOM-01578,Reporting
SAMPLE-BONGTHOM-01668,Communication
SAMPLE-BONGTHOM-01668,Microsoft Office
SAMPLE-BONGTHOM-01668,Leadership
SAMPLE-BONGTHOM-01668,Reporting
SAMPLE-BONGTHOM-01278,Communication
SAMPLE-BONGTHOM-01278,Microsoft Office
SAMPLE-BONGTHOM-01278,Reporting
SAMPLE-BONGTHOM-01008,Communication
SAMPLE-BONGTHOM-01008,Microsoft Office
SAMPLE-BONGTHOM-01008,Reporting
SAMPLE-BONGTHOM-01788,Communication
SAMPLE-BONGTHOM-01788,Microsoft Office
SAMPLE-BONGTHOM-01788,Leadership
SAMPLE-BONGTHOM-01788,Reporting
SAMPLE-BONGTHOM-01398,Communication
SAMPLE-BONGTHOM-01398,Microsoft Office
SAMPLE-BONGTHOM-01398,Reporting
SAMPLE-BONGTHOM-01608,Communication
SAMPLE-BONGTHOM-01608,Microsoft Office
SAMPLE-BONGTHOM-01608,Reporting
SAMPLE-BONGTHOM-01218,Communication
SAMPLE-BONGTHOM-01218,Microsoft Office
SAMPLE-BONGTHOM-01218,Reporting
SAMPLE-BONGTHOM-01128,Communication
SAMPLE-BONGTHOM-01128,Microsoft Office
SAMPLE-BONGTHOM-01128,Reporting
SAMPLE-BONGTHOM-01248,Communication
SAMPLE-BONGTHOM-01248,Microsoft Office
SAMPLE-BONGTHOM-01248,Reporting
SAMPLE-BONGTHOM-01428,Communication
SAMPLE-BONGTHOM-01428,Microsoft Office
SAMPLE-BONGTHOM-01428,Leadership
SAMPLE-BONGTHOM-01428,Reporting
SAMPLE-BONGTHOM-01818,Communication
SAMPLE-BONGTHOM-01818,Microsoft Office
SAMPLE-BONGTHOM-01818,Reporting
SAMPLE-BONGTHOM-01038,Communication
SAMPLE-BONGTHOM-01038,Microsoft Office
SAMPLE-BONGTHOM-01038,Reporting
SAMPLE-BONGTHOM-01518,Communication
SAMPLE-BONGTHOM-01518,Microsoft Office
SAMPLE-BONGTHOM-01518,Reporting
SAMPLE-BONGTHOM-01638,Communication
SAMPLE-BONGTHOM-01638,Microsoft Office
SAMPLE-BONGTHOM-01638,Reporting
SAMPLE-BONGTHOM-01308,Communication
SAMPLE-BONGTHOM-01308,Microsoft Office
SAMPLE-BONGTHOM-01308,Leadership
SAMPLE-BONGTHOM-01308,Reporting
SAMPLE-BONGTHOM-01698,Communication
SAMPLE-BONGTHOM-01698,Microsoft Office
SAMPLE-BONGTHOM-01698,Reporting
SAMPLE-BONGTHOM-01368,Communication
SAMPLE-BONGTHOM-01368,Microsoft Office
SAMPLE-BONGTHOM-01368,Reporting
SAMPLE-BONGTHOM-00978,Communication
SAMPLE-BONGTHOM-00978,Microsoft Office
SAMPLE-BONGTHOM-00978,Reporting
SAMPLE-BONGTHOM-01758,Communication
SAMPLE-BONGTHOM-01758,Microsoft Office
SAMPLE-BONGTHOM-01758,Reporting
SAMPLE-BONGTHOM-01548,Communication
SAMPLE-BONGTHOM-01548,Microsoft Office
SAMPLE-BONGTHOM-01548,Leadership
SAMPLE-BONGTHOM-01548,Reporting
SAMPLE-BONGTHOM-01158,Communication
SAMPLE-BONGTHOM-01158,Microsoft Office
SAMPLE-BONGTHOM-01158,Reporting
SAMPLE-BONGTHOM-01488,Communication
SAMPLE-BONGTHOM-01488,Microsoft Office
SAMPLE-BONGTHOM-01488,Reporting
SAMPLE-BONGTHOM-01098,Communication
SAMPLE-BONGTHOM-01098,Microsoft Office
SAMPLE-BONGTHOM-01098,Reporting
SAMPLE-BONGTHOM-01286,Microsoft Office
SAMPLE-BONGTHOM-01286,Customer Service
SAMPLE-BONGTHOM-01286,Finance
SAMPLE-BONGTHOM-01286,Reporting
SAMPLE-BONGTHOM-01676,Microsoft Office
SAMPLE-BONGTHOM-01676,Customer Service
SAMPLE-BONGTHOM-01676,Finance
SAMPLE-BONGTHOM-01676,Leadership
SAMPLE-BONGTHOM-01676,Reporting
SAMPLE-BONGTHOM-01669,Communication
SAMPLE-BONGTHOM-01669,Excel
SAMPLE-BONGTHOM-01669,Finance
SAMPLE-BONGTHOM-01669,Leadership
SAMPLE-BONGTHOM-01669,Reporting
SAMPLE-BONGTHOM-01279,Communication
SAMPLE-BONGTHOM-01279,Excel
SAMPLE-BONGTHOM-01279,Finance
SAMPLE-BONGTHOM-01279,Reporting
SAMPLE-BONGTHOM-00986,Microsoft Office
SAMPLE-BONGTHOM-00986,Customer Service
SAMPLE-BONGTHOM-00986,Finance
SAMPLE-BONGTHOM-00986,Reporting
SAMPLE-BONGTHOM-01766,Microsoft Office
SAMPLE-BONGTHOM-01766,Customer Service
SAMPLE-BONGTHOM-01766,Finance
SAMPLE-BONGTHOM-01766,Reporting
SAMPLE-BONGTHOM-01376,Microsoft Office
SAMPLE-BONGTHOM-01376,Customer Service
SAMPLE-BONGTHOM-01376,Finance
SAMPLE-BONGTHOM-01376,Reporting
SAMPLE-BONGTHOM-01106,Microsoft Office
SAMPLE-BONGTHOM-01106,Customer Service
SAMPLE-BONGTHOM-01106,Finance
SAMPLE-BONGTHOM-01106,Reporting
SAMPLE-BONGTHOM-01496,Microsoft Office
SAMPLE-BONGTHOM-01496,Customer Service
SAMPLE-BONGTHOM-01496,Finance
SAMPLE-BONGTHOM-01496,Reporting
SAMPLE-BONGTHOM-01309,Communication
SAMPLE-BONGTHOM-01309,Excel
SAMPLE-BONGTHOM-01309,Finance
SAMPLE-BONGTHOM-01309,Leadership
SAMPLE-BONGTHOM-01309,Reporting
SAMPLE-BONGTHOM-01699,Communication
SAMPLE-BONGTHOM-01699,Excel
SAMPLE-BONGTHOM-01699,Finance
SAMPLE-BONGTHOM-01699,Reporting
SAMPLE-BONGTHOM-01466,Microsoft Office
SAMPLE-BONGTHOM-01466,Customer Service
SAMPLE-BONGTHOM-01466,Finance
SAMPLE-BONGTHOM-01466,Reporting
SAMPLE-BONGTHOM-01076,Microsoft Office
SAMPLE-BONGTHOM-01076,Customer Service
SAMPLE-BONGTHOM-01076,Finance
SAMPLE-BONGTHOM-01076,Leadership
SAMPLE-BONGTHOM-01076,Reporting
SAMPLE-BONGTHOM-01369,Communication
SAMPLE-BONGTHOM-01369,Excel
SAMPLE-BONGTHOM-01369,Finance
SAMPLE-BONGTHOM-01369,Reporting
